,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecordedDate,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q10,Q11,Q12,Q13,Q14,,Q16,Q17,Q18,Q19,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8
2021-09-03 12:34:42,Student_78,Neither -- Borderline,"A follower,An effective manager",3,3,Work out a compromise,Friendly,Comfortable,Experienced,Experienced,Experienced,Comfortable,Experienced,Experienced,Comfortable,Comfortable,Beginner,Comfortable,Experienced,Lockheed-Martin,"I have learned and familiar with AI/ML model and data analytic. I can perform my strong Python and UI  skills on this project. I have done data analytic project as a team within a semester in my previous class, and we received a high praise from the instructor which can help be perfectly fit in this position. Also, taking engineer management class helps me improve my system engineering skills. I can applied the useful documenting skills and mindset to build a great group. I am very confident that I can help the team make the perfect deliverable on schedule with my professional and management skills.  ",NASA/JPL,"This project focus on Java and math skills, which I am very good at both of them. I can applied what I learned from math and physic class, like calculating geometry area and tracking orbit trajectory and achieving that by code. Also, through my years of coding experiences, I have a powerful unit test technique. Personally, I am a huge fan of astro physic. Combing all the strengths and my passionate I have for this project, I believed I can be a great candidate for this position. ","Curve-10, # 2","I possess a strong front end development skills and have the fully experiences about this position. I can handle javascript and CSS very well. Plus, with my previous database management technique, I can definitely submit the perfect deliverable on time. Lastly, being in the game industry is my future career goal.",CU Leeds School of Business,"I have taken NLP class before, and found that is interested for me. I am capable of analyzing raw data based on the customer reviews to get the results and improve the analyze accuracy. So, that's the reason I choosing this project as my fourth choice.  ","Curve-10, # 1","I have a strong front end development and Figma experiences. I am interested in the topic of this project to help to improve the STEM-focus teaching. Using my strong coding skill, I can perform a great product. ",,,,,,,,,,
2021-09-03 13:19:29,Student_79,Neither -- Borderline,"A natural leader,An effective manager",4,4,Work out a compromise,"Friendly,Enthusiastic and outgoing",Comfortable,Beginner,Beginner,Experienced,Experienced,Beginner,Comfortable,No Knowledge,No Knowledge,No Knowledge,Experienced,Experienced,Medtronic,"I really respect Medtronic's business and what they do for health care. Any way that we can improve their equipment for better real world results that can save lives is attractive
",CU Leeds School of Business,"I like the idea of being a part of a bigger project than ourselves. Since we'd be partering with the
	buisness school, I'd get experience working with people outside the technical fields
",Lockheed-Martin,Lockheed is such a respected company and does leading edge exciting work. Any time I have an opportunity to work for that company I'd like to take that opportunity,NASA/JPL,"The project idea here was really cool measuring coverage of planetary mapping. Seemed like a challenging and interesting problem
",Saga Education,The idea of making tutoring via video conferencing more affordable for students was a pretty cool concept. ,,,,,,,,,,
2021-09-03 13:31:19,Student_80,Neither -- Borderline,"A follower,An effective manager",5,4,Work out a compromise,Friendly,Comfortable,Comfortable,No Knowledge,Comfortable,Comfortable,Beginner,Comfortable,No Knowledge,No Knowledge,No Knowledge,Comfortable,Experienced,Medtronic,The Medtronic project is about understanding errors from data. I like data analysis and error handling so this project seems like something that would fit well with my interests.,CU Leeds School of Business,I liked that this project was consulting work. I think it gives more opportunity to help the university and potentially be on projects that exist longer than a semester. It also seems cool to possibly do some natural language processing.,NASA/JPL,"I liked this project because it is very different from anything I have done before, but it also seems relevant to my interests. I enjoy geography applications of computer science and this is a way to do that. Also, the geometry element of combining photos seems non-trivial and interesting.",Lockheed-Martin,The natural language processing element of this project sounds interesting and I think that I would learn a lot about web scraping. ,L3Harris,The satellite position sounds interesting and generating mock data might be cool too. ,,,,,,,,,,
2021-09-03 13:32:12,Student_81,Neither -- Borderline,An effective manager,5,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Beginner,Beginner,Beginner,Comfortable,No Knowledge,Comfortable,Comfortable,Comfortable,Experienced,No Knowledge,Beginner,Comfortable,NASA/JPL,Second to Computer Science I have always had a huge motivation for space/ space travel/ rockets etc. If I wasn't a CS major id be an Aerospace major. Currently im also minoring in Space am taking coursework in Astronomy and Aviation which would be beneficial towards this project. I have a good foundation for space related topics and ideas and think in combination with my CS experience Id be a great fit for this team.,Lockheed-Martin,"Similar to my reasoning for NASA, I believe id be a good fit for the Lockheed-Martin team as it goes along with my passion for space as well as my current class enrollment in Machine Learning. I believe my experience with ML this semester on top of my love for space would make me a good fit for Lockheed's team.",CU E-BIO Department,"App development is something Im pretty passionate about. I spent my semester long project during CSCI 3308 Software Development making an android application with my team. I also am currently an intern for Apple and perform QA testing on their internal/ public facing applications so I have a good understanding of good UI development and workflows, something I think the current apple tree app needs.",Northrop Grumman,"Northrop is a highly respectable company that I have always wanted to be a part of. Like Ive said previously, I have a huge passion for space but also Norhtrop's focus of Quantum Computing makes this project really interesting to me. I have a basic understanding of quantum computing and think this project would be an amazing experience to open my eyes to the world of quantum machines, ai and ml.",CU Psychology Department,"Similar to before, I have a passion for app development and think I can be a good part of a team working on this project. I have experience with both iOS and Android app development and have a really good sense for good UI and workflows with my summer internship with Apple.",,,,,,,,,,
2021-09-03 13:37:24,Student_82,Neither -- Borderline,An effective manager,3,4,Work out a compromise,Friendly,Beginner,Comfortable,Comfortable,Beginner,Beginner,Beginner,Beginner,Beginner,No Knowledge,No Knowledge,Beginner,Comfortable,Congruex,I am currently working on a lab working on predictive machine learning and feel that my experience there could help. I also fufill all the technologies that are refered to as being helpful but Power BI. ,Lockheed-Martin,I have experience with working on ML models and some on APIs,Medtronic,"Interested in ML and have experience with time series data, Git, SQL and Python",Northrop Grumman,"Interested in ML and quantum computing, experience in TensorFlow",NASA/JPL,Interested in and have experience with data structures and scientific computing,,,,,,,,,,
2021-09-03 13:50:29,Student_83,An EXTROVERT,An effective manager,3,4,Work out a compromise,Enthusiastic and outgoing,Comfortable,Comfortable,Comfortable,Comfortable,Experienced,Comfortable,Beginner,No Knowledge,No Knowledge,No Knowledge,Experienced,Experienced,Saga Education,"Building a video conferencing application would be very good experience to have, and I have a lot of experience in the framework that they are using to design it which would be helpful (Typescript, JavaScript, NodeJS, Express, REST,  and MongoDB). I like the idea of working on an application that will benefit historically marginalized communities and help to make education easier for people who might not have easy access to it. I think this project would be a great fit for me because the project itself is interesting, the company's mission is awesome, and I have experience in the framework they are using.",Lockheed-Martin,"I am very interested in the practical application of AI/ML to predict possible issues as early as possible. Over the summer I worked for a consulting firm on a project using machine learning to determine when parts of a hydropower facility would need to be replaced to avoid failures from parts breaking. I have experience in the use of AI to predict issues and I would like to work on a project that can have an impact on the real world. I meet all of the skill requirements, I can work in Java, C#, and python, I have plenty of experience with APIs and UI creation, and I have experience in the same application of AI and ML. I am also interested in working at Lockheed-Martin, and this would be a great opportunity to work on a project that will positively impact the real world and make connections at a great company. ","BI Inc., #2","The use of virtual reality in business is very interesting to me, and I like that this project seems to give us some creative freedom when making the applications. I have my own Oculus Rift and I have experience making small games for it in unity, and I would definitely enjoy exploring how VR could be used in a business setting. I think my experience with VR and creating applications for it would be very helpful for this project, and I think it would be a fun and interesting project to work on.","Curve-10, # 2","I enjoy creating games and I have significant experience in JavaScript game design. In CSCI 3010 I built an online multiplayer first person shooter game in JavaScript using Node JS, and this game is built using the same tools. I have created two online multiplayer JavaScript games, one with a group and one by myself and I have learned a lot about both front and back end game development. I also am a sports fan and I think this game would be fun to create and play.",Union Pacific PST,"I enjoy game development and I like that this game has a practical application in the training of engineers. I have experience in unity and C#, and this seems like a fun and challenging project. ",,,,,,,,,,
2021-09-03 13:51:10,Student_84,Neither -- Borderline,"A natural leader,An effective manager",5,4,Work out a compromise,"Friendly,Enthusiastic and outgoing",Beginner,Expert,Beginner,Comfortable,Comfortable,No Knowledge,Beginner,Beginner,Beginner,No Knowledge,Beginner,Comfortable,MindBeWell,I am passionate about mental health so it would be cool to work on this,Trimble Cloud,I've worked with cloud technologies in the past and found it to be interesting,"Curve-10, # 1",I find the utilization of AI/ML for diverse purposes to be interesting.,UCAR,I would be happy to learn more about Javascript,Saga Education,I deeply believe in the importance of education and also have worked with AWS before ,,,,,,,,,,
2021-09-03 13:58:18,Student_85,Neither -- Borderline,None of the above,3,3,Work out a compromise,"Friendly,Loner",Beginner,Comfortable,Beginner,Experienced,No Knowledge,Comfortable,Beginner,No Knowledge,No Knowledge,No Knowledge,Beginner,Comfortable,Lockheed-Martin,"I want to find a project that has a strong emphasis on data-driven development. The Lockheed project has AI/ML emphasis, which is one of the disciplines that I am spending a lot of my time in college studying.",Medtronic,"Again, want to work on a project with an emphasis on using data. This fits my experience and my interests.",iSAT,Same reasons as above.,Festo,"Interested in spending some time learning more about blockchain. I also think that I can provide a lot of value to the project as I'm a quick learner and interested in the space.
",L3Harris,"
Interested in learning more about networking. The project seems quite challenging and touches on fields that I like.",,,,,,,,,,
2021-09-03 14:06:05,Student_86,An INTROVERT,A follower,3,3,Work out a compromise,"Shy,Friendly",Beginner,Beginner,Beginner,Comfortable,Beginner,Comfortable,Comfortable,No Knowledge,No Knowledge,No Knowledge,Beginner,Comfortable,NASA/JPL,"I want to work on the NASA/JPL project it looks like a really cool project, that I would be very excited to contribute to. I'm very passionate about NASA and space, I feel like I have the qualifications as I have a space minor, am currently in a class that's teaching me Java, and I love applying math to computer science as well. I've always loved NASA, and I've always aspired to do work for them, I feel like this project would be a good fit, and I would learn a lot from it.",Lockheed-Martin,"I want to work on this project because it seems like a really cool idea that's related to everything going on with COVID. I believe I meet the requirements for this project, and it overall seems like something I would be excited to do. ",L3Harris,"My motivation for this project is I think it would be really cool to work with satellites. There's more and more satellites going into space, and I think it would be a great learning experience to work on this.",Northrop Grumman,"This company has done a lot of cool stuff from helping with the James Webb Telescope, and other stuff. I feel like I would gain a lot of experience and get to learn a lot of cool new things if I took on this project.",UCAR,"This project seems like a really cool idea, it's different from the others where this project would be apart the visitor center. I also am interested in game design, and climate change so I feel like it could be a good fit.",,,,,,,,,,
2021-09-03 14:12:44,Student_87,An INTROVERT,An effective manager,5,4,Work out a compromise,Friendly,Comfortable,Beginner,,Comfortable,,Experienced,Expert,Beginner,Comfortable,No Knowledge,Experienced,Beginner,MindBeWell,"I want to work on this project because mind and body awareness is something I believe strongly in. In fact, I am also a part of a research lab dedicated to creating a app and building prototypes to promote mental health, and I would be able to bring in a lot of skills from my lab into this project. Overall, I believe that technology should be made FOR people, and that the customer's experience is the most important factor in innovation.",Trimble Cloud,"I want to work on this project because I am a front-end and UI oriented individual. I believe it would be really excited to develop a web service with UI functionalities, which would give me skills for my future careers. I also know someone who works at Trimble and I've heard about the amazing culture, so I think it would be exciting to learn more about the company.","Curve-10, # 1",I am interested in this project because it involves improving STEM-based education which would be beneficial to the youth of the world. The project also has front-end and UI aspects which would allow me to implement my knowledge from my software dev class and scope out how a career in front-end development would be like.,UCAR,I am interested in the project because I've always wanted to learn more about climate change and how it affects the modern and future world. I also believe that this would be a great opportunity to learn more about JavaScript frameworks such as Angular and React.,Saga Education,"As student who uses Zoom and WebEx intensively for both work and school meetings, it interests me that Saga is building a web based audio/video conferencing application. The project involves both front-end and back-end development, which will allow me to build skills to be a full-stack developer.",,,,,,,,,,
2021-09-03 14:13:47,Student_88,An INTROVERT,A follower,2,3,Work out a compromise,"Shy,Friendly,Loner",Beginner,Comfortable,No Knowledge,Comfortable,Beginner,Beginner,Beginner,No Knowledge,No Knowledge,No Knowledge,Beginner,Beginner,Union Pacific PST,"Unity is a program that has always interested me, on top of that a simulation with trains I feel would be a cool experience to get used to working with unity and working with something that is applicable to the real world.","Curve-10, # 2","The reason for this is pretty similar to the first project, I like the idea of working with simulations and using that for real world applications. Baseball is also my favorite sport.","BI Inc., #2","Video games have always been a passion of mine, VR is a subsection of video games and I think it would be a great experience to learn of the process to bring VR to fruition.",ReneCrown Wellness,I have always wanted to work on mobile app development and this project seems perfect to learn the ins and out of doing so. I also like that this app goes beyond something simple like a game and is actually used for research purposes from the intended user base.,NASA/JPL,"I think working on a project for NASA would be an amazing experience, I will say that the imaging is something I haven't worked with before but I think working on a project that goes to teach you new things is an incentive to work on in itself. I also love that the project has real world applications as well. ",,,,,,,,,,
2021-09-03 14:20:39,Student_89,An EXTROVERT,A natural leader,1,5,Work out a compromise,Friendly,Beginner,Comfortable,Beginner,Comfortable,Beginner,Beginner,Experienced,Comfortable,No Knowledge,No Knowledge,Beginner,Experienced,Union Pacific PST,"I have been using Unity, C# scripting and making my own 3D models for a few years now and have a lot of experience with it. I believe I would bring a lot to this team as I have done projects very similar to this in the past and using that same software. I have also been working in industry designing a drone simulation this past summer and I am sure the skills I picked up there would transfer over into this project.","Curve-10, # 2","I have always been interested in game design, particularly ones in sports that I used to play or still do. I have had experience building simple games to VR games so I already have a solid base knowledge of what goes into game design.","BI Inc., #2","Recently I took an Intro to Virtual Reality class here at CU, and during that semester I built a few different VR games that already do a few things requested in the write-up of this project, so I believe I would already have a head start.",ReneCrown Wellness,I have some experience with mobile app development and am familiar with a few different mobile development softwares so I would have a base to start from.,NASA/JPL,"I am also a Space Minor and one day I would like to work on a project that actually ends up going into space as well as get a sense of what the space industry is actually like. I have experience with 3d Modeling which I believe will be important when trying to represent some of the data, particularly some of the orbital satellite trips used to collect data.",,,,,,,,,,
2021-09-03 14:27:55,Student_90,An INTROVERT,An effective manager,5,3,Work out a compromise,"Shy,Friendly",Beginner,Experienced,Comfortable,Experienced,Comfortable,Comfortable,Comfortable,Beginner,Beginner,No Knowledge,Beginner,Beginner,Medtronic,"As someone who is interested in Data Science, this project would allow me to apply what I've learned so far in classes in an industry setting. It would also be cool to have that overlap with the medical industry.",Lockheed-Martin,"AI/Machine learning is something I also would love to dive into more. This project also mentions developing data pipelines, which is something I am pretty comfortable with.",iSAT,I love the idea of this project. I have always been passionate about reforming STEM education at a middle and high school level and this project seems like a perfect way to combine that passion while also gaining more exposure to full stack development.,"Curve-10, # 1",This project would allow me to gain more exposure to more of the front end of development while also having that data science / ML aspect,CU Leeds School of Business,"NLP is something I'm not familiar with but would be super cool to learn more about. Being a business minor, it would also be cool to partake in a project that's a part of Leeds",,,,,,,,,,
2021-09-03 14:45:32,Student_91,An INTROVERT,"A follower,An effective manager",5,4,Work out a compromise,"Shy,Friendly,Enthusiastic and outgoing",Comfortable,Comfortable,Experienced,Experienced,Comfortable,Beginner,Expert,No Knowledge,No Knowledge,No Knowledge,Beginner,Comfortable,MindBeWell,"I really like what MBW is about as a company. They think out-of-the box when it comes to collecting data on well-being. And it's trying to accomplish this through indirect methods and making it tailored to each person. Overall, I like the company message and creativity. I also like how we work on a commercial product and the sponsor is focused on us learning. ",Trimble Cloud,"Geofencing as a whole seems like an interesting concept to me. It also has python programming as a required skillset, and I enjoyed using Python during my classes at CU and during my internship. ","Curve-10, # 1","I'm not that familiar with AWS but it's something I want to learn more about. I also really like Machine Learning and AI concepts and it would be cool to learn more about that in this project. Also, working with PhD students to update/implement new features in the data pipeline where the machine learning occurs sounds interesting to me. ",UCAR,"Learning more about JavaScript is of more interest to me. Also, I have experience with web applications but making it mobile friendly is something I haven't had too much experience with. Overall turning the physical exhibit to a digital one sounds like a fun challenge. ",Saga Education,"I feel like this project is really cool as it's a project that's really meaningful. It would be so cool to work on a Audio/Video Conferencing Application, as I don't have any experience with that. ",,,,,,,,,,
2021-09-03 14:46:14,Student_92,Neither -- Borderline,An effective manager,4,3,Work out a compromise,"Shy,Friendly,Enthusiastic and outgoing",Comfortable,No Knowledge,No Knowledge,Beginner,Beginner,Comfortable,Comfortable,No Knowledge,No Knowledge,No Knowledge,Comfortable,Comfortable,ReneCrown Wellness,"I love the motive behind the company and the project, and could see myself using the app as well. I also would love to work with iOS/Android app development.","Curve-10, # 1","As someone passionate about education I think this is a great project, and I am familiar with many of the skill requirements.",MindBeWell,I am very supportive of the wellbeing of mental health and all things surrounding it. I also think that the required skill set is one that I am familiar with.,Union Pacific PST,"I love video games and am currently taking a course in Computer Graphics, so this project aligned with a lot of my own interests.",iSAT,"I am very positive about supporting the educational learning process, and think that this project really emphasizes that. While I am not familiar with everything in the required skill set, I've seen them before.",,,,,,,,,,
2021-09-03 14:47:56,Student_93,An INTROVERT,A follower,3,3,Avoid conflict. I give in and do it their way.,"Shy,Friendly",Beginner,Comfortable,No Knowledge,Experienced,No Knowledge,Beginner,No Knowledge,No Knowledge,No Knowledge,No Knowledge,Beginner,Beginner,"Curve-10, # 1",I am interested in this project the most because this is a project is more about user interface design and some front-end development. I am planning to take a master's degree in this field so this project would be really helpful.,iSAT,"This project is my second choice because developing a collaborative learning environment for students is meaningful, and I found this project needs students who have worked on the database servers and some experience on front end design which fits me very well.
",CU Leeds School of Business,"This project is my third choice because I am interested in business analysis, so I hope I can reach some people and knowledge in this field.",MindBeWell,,CU Psychology Department,,,,,,,,,,,
2021-09-03 14:58:35,Student_94,Neither -- Borderline,A natural leader,3,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Experienced,Beginner,Beginner,Comfortable,No Knowledge,Comfortable,Experienced,Beginner,Beginner,No Knowledge,Experienced,Comfortable,ReneCrown Wellness,"The objective of the project resonates with me because I am a young woman who also struggles with mental health issues. Additionally, I am very interested in mobile development and am taking a class this semester that teaches me both android and ios development.","Curve-10, # 1",I would like to work on this project because it focuses a lot on front end/ user experience development and backend work using Python. I think this project will really allow me to hone my skills with full stack development. ,MindBeWell,"Similar to my first choice, this project resonates with me because of mental health. Additionally, I am very interested in mobile development and am taking a class that teaches me both ios and android development. I also enjoy the fact that this project is open ended and that my team can implement any other features we think would benefit the application. ",Saga Education,"I would like to work on this project because it focuses a lot on full stack web application development. That is where my career path is leading me and I have experience with TS, React, and would love more experience working with AWS and REST APIs. I have most experience with front end development but want to hone my back end development skills as well and have experience working with open source SDKs. ",UCAR,This project is interesting to me because it also focuses on fullstack web development that can allow me to work on that skillset further before going into my full time career. I know React and would love to have more experience working with APIs. ,,,,,,,,,,
2021-09-03 14:58:36,Student_95,An EXTROVERT,An effective manager,4,4,Work out a compromise,Friendly,Comfortable,Comfortable,No Knowledge,Experienced,No Knowledge,Beginner,Experienced,No Knowledge,No Knowledge,No Knowledge,Beginner,Experienced,Medtronic,"I think the task at hand is interesting, creating ML models from data sounds interesting. ",CU Leeds School of Business,"The NLP aspect of this project is appealing to me, and I think my database experience would be helpful to this project. ",Lockheed-Martin,I like this project because it combines AI/ML and data analysis/data science. I also have worked for Lockheed and love the company.,NASA/JPL,"I think the JPL project would be interesting because I would get to work on something space related, and there would be some cool math involved. ",L3Harris,The L3Harris project appeals to me because of the networking aspect and the opportunity to work on AI/ML tooling.,,,,,,,,,,
2021-09-03 14:58:43,Student_96,An INTROVERT,An effective manager,4,3,Try to convince them that my way is better.,"Shy,Friendly",Comfortable,Beginner,No Knowledge,Comfortable,Comfortable,Beginner,Beginner,Comfortable,Comfortable,No Knowledge,Comfortable,Beginner,MindBeWell,"I agree with MindBeWell that wellbeing cannot be generalized in a population, but is personalized to an individual's own values and preferences. I want to be part of the team who explores these personal metrics of wellbeing and actualizes a product that people can use to help improve their lives one day. I have built simple Android apps before in a mobile app development class and would love to apply my skills towards a working prototype.",iSAT,"AI is the future, and developing AI to understand social interactions and collaboration between human beings is a step towards creating AI's that can be partners to humans instead of tools. I have some experience working with HTML/CSS, Javascript, JSON and APIs from a web development class and I am also willing to learn more about cloud technologies and user interface design.","BI Inc., #2","I am interested in exploring the fields of game development in virtual reality. I am currently taking classes in game development using Unity and 3D animation, and I'll also be working on developing a virtual reality game as a side project in the future, and I think this would be a great opportunity to apply my skills and learn more about virtual reality.",Trimble Cloud,The idea of using geofencing technology for management sounds interesting as it can help resolve uncertainties in regards to where resources are and allow for adaptability. I have some experience in web design and development with APIs and SQL and have taken a data science class using Python for data analysis.,CU English Department,"I am interested in experimenting with UX/UI design to help people access the resources they need online. I have some experience with web design and development from a web development class, with some experience in graphic design, SQL, HTML/CSS, and Javascript.",,,,,,,,,,
2021-09-03 14:59:11,Student_97,An INTROVERT,An effective manager,4,4,Work out a compromise,"Shy,Friendly",Experienced,Comfortable,Beginner,Experienced,Experienced,Comfortable,Experienced,No Knowledge,No Knowledge,Comfortable,Expert,Experienced,Congruex,"This project caught my eye due to the technologies mentioned and how the description specifically mentioned working directly with Congruex software engineers. I was able to work with full-time engineers during my summer internship and the guidance they provided was incredibly valuable. I also liked how the project mentioned a front-end, back-end, and database. I am really interested in working on full-stack applications in a future career.",Trimble Cloud,"I had heard of Trimble before through job postings on Handshake. The concept of geofencing is really interesting to me because it interfaces technology with real life locations. The proposed project also sounds like a really cool use of geofencing, melding modern tech with an industry that has been around for a long time (construction). I also have the technical skills mentioned: working with APIs, databases, and Python.",Saga Education,This project seems like it would be benefiting a really good cause. I thought it was really cool that the description specified reporting directly to the VP of engineering and working with Saga engineers as needed. Having that kind of support for a software project seems very beneficial. Working on a full-stack project sounds really nice. The description also mentioned working with the UI/UX Saga design team. I worked with a UX designer during my summer internship and they were a very good resource.,Festo,"This project caught my attention because it involves creating software around real-world data and seems very practical. Seeing how manufacturing can be automated so much, makes the future of the industry really interesting. I have briefly explored blockchain technology and it seems like a good way to automate keeping track of payments.",Caliber Public Safety,It was cool to see that the sponsors had worked with a CU capstone team previously and the project would involve building upon the previous work. A lot of software jobs involve working with an existing codebase and I think getting more experience with that would be great. I also have experience with a lot of the technologies mentioned.,,,,,,,,,,
2021-09-03 15:01:27,Student_98,Neither -- Borderline,An effective manager,5,4,Work out a compromise,Friendly,Comfortable,Beginner,Beginner,Comfortable,Experienced,Comfortable,Experienced,Experienced,Comfortable,No Knowledge,Comfortable,Expert,Loopsketch,"I am very interested in the concept of this project and would love to develop a software that would allow musicians to collaborate with each other. As somehow who plays multiple instruments I understand how music can bring people together, and I can use my skillsets as a developer to make this a possibility with LoopSketch. I have also wanted to get more experience with front end and web development, and this project would be a great opportunity to do so. My creativity, programming experience, and soft skills would make me a good fit for this project. This is the project that immediately caught my attention, and the creative freedom is another aspect that make it my #1 choice.",NASA/JPL,"I have always wanted to work on a NASA project, and one that involves the analysis of varies bodies in the solar system is endlessly fascinating. I am very experienced in java development, so I would be able to be a great asset to the team. It seems like I would learn a lot from this project which is why I have it as my second choice.",Lockheed-Martin,"I am very interested in the large scope of this project and the possibilities that would come with using a large amount of data to create a predictive tool. I do not have a lot of experience with machine learning, but this would be a great opportunity for me to learn about it. It would also allow me to develop my UI skills if I were to work on that part of the project. ",Trimble Cloud,"I had heard about geofencing while doing research at my job in the GNSS lab in the CU aerospace department, and it is something that I have been curious about since. My experience with writing software using positioning information would be beneficial for this project.",Caliber Public Safety,I was very impressed with the 2021 Capstone for this project and would be interested in continuing the development of the project. My experience with java and location services would make me a good fit.,,,,,,,,,,
2021-09-03 15:02:06,Student_99,An EXTROVERT,"A natural leader,An effective manager",4,5,Work out a compromise,"Friendly,Enthusiastic and outgoing",Experienced,Expert,Experienced,Expert,Experienced,Experienced,Experienced,Beginner,Beginner,Beginner,Comfortable,Experienced,Congruex,"Over the summer, I did an internship for Congruex and developed a good relationship with them. Therefore, the company would like to keep me on board and I also enjoy working with them.",Congruex,,Congruex,,Congruex,,Congruex,,,,,,,,,,,
2021-09-03 15:05:19,Student_100,Neither -- Borderline,An effective manager,4,3,Work out a compromise,Friendly,Comfortable,Beginner,Beginner,Comfortable,Comfortable,Comfortable,Comfortable,No Knowledge,No Knowledge,No Knowledge,Comfortable,Comfortable,ReneCrown Wellness,I believe this project is very impactful. Having the opportunity to create an app that helps other women and girls with eating disorders would be a great privilege for me. I also want to learn how to develop applications and learn more about creating easy-to-use applications for users.,"Curve-10, # 1","I am very interested in UI design and have experience working with React Framework, Javascript, as well as CSS. Since this project will challenge me to create a better user experience, I am confident that I would be enjoying the process of helping improve the technology.",MindBeWell,"Being a startup, I believe that Mind Be Well will give me many opportunities to grow. I am enthusiastic about the vision of Mind Be Well. Doing this project will allow me to build an app from scratch while also give me room for creativity which is what I want to experience.",Union Pacific PST,"Even though I do not have much experience with game development, I believe this will be a very cool opportunity to do so. Not to mention that we will be doing this in Unity 3D.",Lockheed-Martin,I am interested in the Lockheed Space project because will give me experience in collecting data and information. I believe this will give me the opportunity to learn more about data engineering pipeline and get my hands on API service as well as the user interface.,,,,,,,,,,
2021-09-03 15:30:19,Student_101,Neither -- Borderline,A follower,4,3,Work out a compromise,"Shy,Friendly",No Knowledge,Comfortable,No Knowledge,Comfortable,Comfortable,Comfortable,Beginner,No Knowledge,No Knowledge,No Knowledge,Beginner,Comfortable,NASA/JPL,"Ever since I was young, I've been super into the whole topic of space. Working for NASA always seemed like a dream, but when I changed fields to computer science instead of traditional engineering, I thought it'd never happen. So this for me would be kind of a dream project. I've always been good at Math, and Java was the first language I ever learned. While I haven't touched Java in years, I think this project would be super fun for me and also a great chance to refresh and further my Java capabilities.",Union Pacific PST,I've always been a little interested in game development and this project has a strong emphasis on Unity according to the writeup. Sounds like a fun way to learn a new skill and combine it with an interest I already have.,MindBeWell,"It seems like an interesting way to learn app development, but also learning how to write documentation is a plus as that's something I've never done. Working on a discord bot was something I wanted to do this year as a personal project and I'd have to make documentation for it at some point.",Lockheed-Martin,"
This is probably the biggest reach for me, but working with Lockhead seems like an awesome opportunity. The skills they listed on the writeup are a handful, but it looks like it'd really refine a lot of knowledge for me while introducing new languages.",Trimble Cloud,"Geofencing and geospatial data honestly just seems like a very interesting set of data to work with. Another opportunity to learn.
",,,,,,,,,,
2021-09-03 15:30:27,Student_102,Neither -- Borderline,A natural leader,5,4,Work out a compromise,Friendly,Experienced,Experienced,Comfortable,Expert,Experienced,Experienced,Experienced,Beginner,Beginner,Comfortable,Experienced,Experienced,"BI Inc., #2","Virtual Reality has extremely vast potential for modern science, therapy, training, and entertainment. I am really interested in working in a VR environment and I already have a lot of ideas for this project. Eventually, I would love to work as a programmer or software designer at a gaming company because I think video games are incredibly complex and I am interested in how they are made.",iSAT,"AI is a really interesting and useful subject in today's world. I think I would be excited to work on AI that tracks data and helps students and teachers in the classroom. I also have almost all the required skills that they requested such as HTML, CSS, Rest API's, JSON, jQuery, JavaScript and I would definitely be willing to learn more mobile app development.","Curve-10, # 1","This project is interesting to me because it involves  AI and UI design. I think it would be great to work directly with the company's engineers as well. I also have plenty of the skill requirements already such as python, JavaScript, and CSS.",Festo,This project seems interesting because the tech aspect is fascinating to me. I am also interested in learning more about blockchain because I have experience with it but not an extensive knowledge.,UCAR,This project is interesting to me because it involves web application development and can make an impact on global warming. It seems like they give us students some freedom as well with the way we complete this project. I also have experience with JavaScript and API's.,,,,,,,,,,
